time/episodes,rollout/success_rate,train/ent_coef_loss,rollout/ep_rew_mean,time/fps,curriculum/epsilon,train/critic_loss,train/ent_coef,train/learning_rate,train/n_updates,rollout/ep_len_mean,time/total_timesteps,train/actor_loss,time/time_elapsed,eval/clean_mean_d,eval/clean_success_rate
560,0.550000011920929,-2.919788360595703,-25.31,15,1.1,0.16863544285297394,0.004280088469386101,0.0003,27899,50.0,28000,-4.486487865447998,1864,,
564,0.550000011920929,-2.9688758850097656,-25.88,15,1.1,0.1782780885696411,0.004354901146143675,0.0003,28099,50.0,28200,-4.603095054626465,1877,,
568,0.550000011920929,-0.6282203793525696,-25.86,15,1.1,0.20868399739265442,0.00435856357216835,0.0003,28299,50.0,28400,-4.458150386810303,1890,,
572,0.5400000214576721,2.3592891693115234,-26.43,15,1.1,0.2495359182357788,0.004252286162227392,0.0003,28499,50.0,28600,-4.20331335067749,1903,,
576,0.5199999809265137,1.1881122589111328,-26.78,15,1.1,0.16623735427856445,0.004179539158940315,0.0003,28699,50.0,28800,-4.174373626708984,1916,,
580,0.5400000214576721,2.0860540866851807,-25.9,15,1.1,0.19147473573684692,0.004147369414567947,0.0003,28899,50.0,29000,-4.334425926208496,1929,,
584,0.5400000214576721,-0.25781938433647156,-25.94,15,1.1,0.22479280829429626,0.004197035916149616,0.0003,29099,50.0,29200,-4.426825046539307,1942,,
588,0.5199999809265137,-2.6140904426574707,-26.65,15,1.1,0.1948602944612503,0.004216620232909918,0.0003,29299,50.0,29400,-4.513869762420654,1954,,
592,0.49000000953674316,-0.17171034216880798,-27.92,15,1.1,0.1773165911436081,0.004163254518061876,0.0003,29499,50.0,29600,-4.272401809692383,1967,,
596,0.49000000953674316,-1.0475159883499146,-28.03,15,1.1,0.17408403754234314,0.00416096206754446,0.0003,29699,50.0,29800,-4.625109672546387,1981,,
600,0.47999998927116394,0.449211448431015,-28.19,15,1.1,0.1693701446056366,0.004016635473817587,0.0003,29899,50.0,30000,-4.275010585784912,1998,0.019300174152639443,1.0
604,0.49000000953674316,2.3268182277679443,-27.51,15,1.1,0.19506779313087463,0.0039829956367611885,0.0003,30099,50.0,30200,-4.434754371643066,2011,,
608,0.5,-0.9827202558517456,-26.91,15,1.1,0.19990651309490204,0.003980441950261593,0.0003,30299,50.0,30400,-4.416726112365723,2025,,
612,0.5,1.9896210432052612,-26.86,15,1.1,0.21767181158065796,0.004014801234006882,0.0003,30499,50.0,30600,-4.536845684051514,2037,,
616,0.5199999809265137,1.6267049312591553,-25.95,15,1.1,0.18170592188835144,0.004107797518372536,0.0003,30699,50.0,30800,-4.500948905944824,2050,,
620,0.550000011920929,-1.2067748308181763,-24.62,15,1.1,0.19271475076675415,0.00409343745559454,0.0003,30899,50.0,31000,-4.770266532897949,2063,,
624,0.5299999713897705,-0.38280409574508667,-25.39,15,1.1,0.1653561294078827,0.004117915406823158,0.0003,31099,50.0,31200,-4.5909833908081055,2076,,
628,0.5299999713897705,1.602414846420288,-25.25,15,1.1,0.19385790824890137,0.004110011737793684,0.0003,31299,50.0,31400,-4.622676849365234,2089,,
632,0.5299999713897705,0.6102171540260315,-24.65,15,1.1,0.20378687977790833,0.0042146299965679646,0.0003,31499,50.0,31600,-4.583966255187988,2101,,
636,0.5400000214576721,-1.6927999258041382,-24.08,15,1.1,0.19507688283920288,0.004280537366867065,0.0003,31699,50.0,31800,-4.4193220138549805,2114,,
640,0.550000011920929,-2.5008761882781982,-23.69,15,1.1,0.19756649434566498,0.00426737405359745,0.0003,31899,50.0,32000,-4.841379165649414,2127,,
644,0.5799999833106995,-0.10688003897666931,-22.32,15,1.1,0.22031643986701965,0.0042123314924538136,0.0003,32099,50.0,32200,-4.7909464836120605,2140,,
648,0.5899999737739563,2.192936658859253,-21.57,15,1.1,0.2270076870918274,0.004260309040546417,0.0003,32299,50.0,32400,-4.539591312408447,2153,,
652,0.6100000143051147,-0.1045457124710083,-20.92,15,1.1,0.20920433104038239,0.004288556519895792,0.0003,32499,50.0,32600,-4.941319942474365,2166,,
656,0.6200000047683716,-0.5661672949790955,-20.33,15,1.1,0.27194321155548096,0.004300267435610294,0.0003,32699,50.0,32800,-4.563121318817139,2179,,
660,0.6100000143051147,0.988187313079834,-21.05,15,1.1,0.21915721893310547,0.004291049670428038,0.0003,32899,50.0,33000,-4.543527126312256,2192,,
664,0.6299999952316284,-1.0090463161468506,-20.82,15,1.1,0.21128422021865845,0.004314790945500135,0.0003,33099,50.0,33200,-5.090392589569092,2205,,
