rollout/success_rate,rollout/ep_len_mean,time/total_timesteps,time/fps,rollout/ep_rew_mean,curriculum/epsilon,train/critic_loss,time/episodes,train/n_updates,train/actor_loss,time/time_elapsed,train/learning_rate,train/ent_coef_loss,train/ent_coef,eval/clean_success_rate,eval/clean_mean_d
1.0,50.0,29800,56,-1.67,0.0,0.03484458848834038,596,29699,-2.5217995643615723,528,0.0003,0.7649613618850708,0.004336388781666756,,
1.0,50.0,30000,56,-1.7,0.0,0.030531879514455795,600,29899,-2.4920568466186523,533,0.0003,2.151162624359131,0.004292412661015987,1.0,0.0172183378778324
1.0,50.0,30200,56,-1.71,0.0,0.0328303687274456,604,30099,-2.5818264484405518,536,0.0003,-0.6884838342666626,0.004112883470952511,,
1.0,50.0,30400,56,-1.69,0.0,0.049707330763339996,608,30299,-2.42471981048584,539,0.0003,0.5086193084716797,0.004201421048492193,,
1.0,50.0,30600,56,-1.68,0.0,0.04372921958565712,612,30499,-1.997338056564331,543,0.0003,1.553525447845459,0.004066077992320061,,
1.0,50.0,30800,56,-1.72,0.0,0.03342733159661293,616,30699,-2.3098838329315186,546,0.0003,0.5756250619888306,0.0038184719160199165,,
1.0,50.0,31000,56,-1.68,0.0,0.03499232232570648,620,30899,-2.4691872596740723,549,0.0003,-1.0462490320205688,0.003681979374960065,,
1.0,50.0,31200,56,-1.67,0.0,0.031820423901081085,624,31099,-2.4879255294799805,552,0.0003,-2.1908493041992188,0.0036356644704937935,,
1.0,50.0,31400,56,-1.65,0.0,0.04304687678813934,628,31299,-2.266627550125122,555,0.0003,-0.3605492413043976,0.0035527688451111317,,
1.0,50.0,31600,56,-1.64,0.0,0.040278442203998566,632,31499,-2.335038661956787,559,0.0003,1.3565171957015991,0.0034329707268625498,,
1.0,50.0,31800,56,-1.6,0.0,0.033459220081567764,636,31699,-2.348811626434326,562,0.0003,-0.8973267078399658,0.003364869859069586,,
